query,source,author,title,description,content,url,published_at
deepfake,The New York Times,By Natasha Singer,"Students Target Teachers in Group TikTok Attack, Shaking Their School","Seventh and eighth graders in Malvern, Pa., impersonating their teachers posted disparaging, lewd, racist and homophobic videos in the first known mass attack of its kind in the U.S.","Seventh and eighth graders in Malvern, Pa., impersonating their teachers posted disparaging, lewd, racist and homophobic videos in the first known mass attack of its kind in the U.S.",https://www.nytimes.com/2024/07/06/technology/tiktok-fake-teachers-pennsylvania.html,2024-07-06T09:00:51Z
deepfake,The New York Times,By Maureen Dowd,A Study in Scarlett,"After avenging herself on Disney and OpenAI, Ms. Johansson stars in a summer rom-com revolving around the race to the moon.","After avenging herself on Disney and OpenAI, Ms. Johansson stars in a summer rom-com revolving around the race to the moon.",https://www.nytimes.com/2024/07/13/style/scarlett-johansson-snl-fly-me-to-the-moon.html,2024-07-13T09:04:05Z
deepfake,The New York Times,By Theodore Schleifer and Ryan Mac,How Elon Musk Chose Trump,"The world’s richest man, once deeply skeptical of Donald J. Trump, has now endorsed him and has emerged as a central character in the presidential race.","The world’s richest man, once deeply skeptical of Donald J. Trump, has now endorsed him and has emerged as a central character in the presidential race.",https://www.nytimes.com/2024/07/18/us/politics/elon-musk-trump.html,2024-07-18T17:32:28Z
deepfake,The New York Times,"By Steven Lee Myers, Stuart A. Thompson and Tiffany Hsu",A Volatile Election Is Intensifying Conspiracy Theories Online,"Users on X, Truth Social, Rumble and Gab have benefited from a series of major events to spread baseless falsehoods as their followers and engagement skyrocket.","Users on X, Truth Social, Rumble and Gab have benefited from a series of major events to spread baseless falsehoods as their followers and engagement skyrocket.",https://www.nytimes.com/2024/07/24/business/election-conspiracy-social-media.html,2024-07-24T16:13:00Z
deepfake,The New York Times,By Nicholas Kristof,A.I. May Save Us or May Construct Viruses to Kill Us,Managing artificial intelligence without stifling it will be one of our biggest challenges as we adopt the most revolutionary technology since fire.,Managing artificial intelligence without stifling it will be one of our biggest challenges as we adopt the most revolutionary technology since fire.,https://www.nytimes.com/2024/07/27/opinion/ai-advances-risks.html,2024-07-27T11:00:12Z
deepfake,The New York Times,By Ken Bensinger,"Elon Musk Shares Manipulated Harris Video, in Seeming Violation of X’s Policies","The billionaire owner of the social media platform X reposted a video that mimics Vice President Kamala Harris’s voice, without disclosing that it had been altered.","The billionaire owner of the social media platform X reposted a video that mimics Vice President Kamala Harris’s voice, without disclosing that it had been altered.",https://www.nytimes.com/2024/07/27/us/politics/elon-musk-kamala-harris-deepfake.html,2024-07-28T00:00:55Z
deepfake,The New York Times,By Travis Diehl,"This Filmmaker Saw War Everywhere, and So Can You","Harun Farocki, a German artist and documentarian, spent his career unpacking how consumer and military technology intermingle in even the most mundane images.","Harun Farocki, a German artist and documentarian, spent his career unpacking how consumer and military technology intermingle in even the most mundane images.",https://www.nytimes.com/2024/08/01/arts/design/harun-farocki-filmmaker-greene-naftali.html,2024-08-01T09:03:42Z
deepfake,The New York Times,By Nate Cohn,The Harris Electorate,We examine who plans to vote for her.,We examine who plans to vote for her.,https://www.nytimes.com/2024/08/02/briefing/the-harris-electorate.html,2024-08-02T10:37:29Z
deepfake,The New York Times,,"Corrections: Aug. 3, 2024","Corrections that appeared in print on Saturday, Aug. 3, 2024.","Corrections that appeared in print on Saturday, Aug. 3, 2024.",https://www.nytimes.com/2024/08/03/pageoneplus/corrections-aug-3-2024.html,2024-08-03T05:00:01Z
deepfake,The New York Times,,"Corrections: Aug. 4, 2024","Corrections that appeared in print on Sunday, Aug. 4, 2024.","Corrections that appeared in print on Sunday, Aug. 4, 2024.",https://www.nytimes.com/2024/08/04/pageoneplus/corrections-aug-4-2024.html,2024-08-04T04:44:12Z
deepfake,The New York Times,By Maggie Astor,Where Tim Walz Stands on the Issues,"As governor of Minnesota, he has enacted policies to secure abortion protections, provide free meals for schoolchildren, allow recreational marijuana and set renewable energy goals.","As governor of Minnesota, he has enacted policies to secure abortion protections, provide free meals for schoolchildren, allow recreational marijuana and set renewable energy goals.",https://www.nytimes.com/2024/08/06/us/politics/tim-walz-harris-vp-policies.html,2024-08-06T13:53:06Z
deepfake,The New York Times,By Tiffany Hsu,Elections Officials Battle a Deluge of Disinformation,"County clerks and secretaries of state are overwhelmed this year, as they stare down a “perpetual moving target” of new conspiracy theories, political pressure and threats.","County clerks and secretaries of state are overwhelmed this year, as they stare down a “perpetual moving target” of new conspiracy theories, political pressure and threats.",https://www.nytimes.com/2024/08/12/business/media/2024-election-disinformation.html,2024-08-12T15:20:10Z
deepfake,The New York Times,By Stuart A. Thompson,How ‘Deepfake Elon Musk’ Became the Internet’s Biggest Scammer,"An A.I.-powered version of Mr. Musk has appeared in thousands of inauthentic ads, contributing to billions in fraud.","An A.I.-powered version of Mr. Musk has appeared in thousands of inauthentic ads, contributing to billions in fraud.",https://www.nytimes.com/interactive/2024/08/14/technology/elon-musk-ai-deepfake-scam.html,2024-08-14T04:00:00Z
deepfake,The New York Times,"By Andrew Ross Sorkin, Ravi Mattu, Bernhard Warner, Sarah Kessler, Michael J. de la Merced, Lauren Hirsch and Ephrat Livni",Google’s Stock Falls as the Government Weighs Breaking Up the Company,The Justice Department could force the technology group to split after a landmark court ruling that the search giant is an illegal monopoly.,The Justice Department could force the technology group to split after a landmark court ruling that the search giant is an illegal monopoly.,https://www.nytimes.com/2024/08/14/business/dealbook/google-stock-antitrust-break-up.html,2024-08-14T12:05:25Z
deepfake,The New York Times,By Justin Porter,Thursday Briefing: U.S. Assesses Israel’s War in Gaza,"Plus, a fake Elon Musk scam.","Plus, a fake Elon Musk scam.",https://www.nytimes.com/2024/08/14/briefing/israel-military-gaza-thailand-prime-minister-harris-inflation.html,2024-08-14T21:24:14Z
deepfake,The New York Times,By Matthew Cullen,Inflation Fell Below 3% for the First Time in Years,"Also, U.S. officials say Israel’s military has achieved all it can in Gaza. Here’s the latest at the end of Wednesday.","Also, U.S. officials say Israel’s military has achieved all it can in Gaza. Here’s the latest at the end of Wednesday.",https://www.nytimes.com/2024/08/14/briefing/inflation-report-us-assessment-gaza-war.html,2024-08-14T21:42:35Z
deepfake,The New York Times,By Choe Sang-Hun,South Korean Teenagers Detained Over Deepfake Sexual Images,"The country has been hit by a wave of sexually explicit videos and pictures that have spread online, prompting the authorities to launch a sweeping investigation.","The country has been hit by a wave of sexually explicit videos and pictures that have spread online, prompting the authorities to launch a sweeping investigation.",https://www.nytimes.com/2024/09/03/world/asia/south-korean-teens-deepfake-sex-images.html,2024-09-03T15:27:07Z
deepfake,The New York Times,By Gaya Gupta,Wednesday Briefing: Russian Strike Kills 50 in Ukraine,"Plus, a quiz to test healthy brain habits.","Plus, a quiz to test healthy brain habits.",https://www.nytimes.com/2024/09/03/briefing/russia-strike-harris-polio.html,2024-09-03T20:48:01Z
deepfake,The New York Times,By Stuart A. Thompson,A.I. Can Now Create Lifelike Videos. Can You Tell What’s Real?,Test your understanding of A.I. in this quiz.,Test your understanding of A.I. in this quiz.,https://www.nytimes.com/interactive/2024/09/09/technology/ai-video-deepfake-runway-kling-quiz.html,2024-09-09T09:03:10Z
deepfake,The New York Times,By Choe Sang-Hun,"In S​outh Korea, Misogyny Has a New Weapon: Deepfake Sex Videos",Men in chat rooms have been victimizing women they know by putting their faces on pornographic clips. Some Korean women say the only thing new about it is the technology.,Men in chat rooms have been victimizing women they know by putting their faces on pornographic clips. Some Korean women say the only thing new about it is the technology.,https://www.nytimes.com/2024/09/12/world/asia/south-korea-deepfake-videos.html,2024-09-12T04:12:15Z
deepfake,The New York Times,By Gaya Gupta,Friday Briefing: U.S. May Let Ukraine Use Long-range Weapons,"Plus, will Taylor Swift’s endorsement affect the U.S. election?","Plus, will Taylor Swift’s endorsement affect the U.S. election?",https://www.nytimes.com/2024/09/12/briefing/ukraine-election-spacewalk.html,2024-09-12T21:03:14Z
deepfake,The New York Times,By Stuart A. Thompson,"How A.I., QAnon and Falsehoods Are Reshaping the Presidential Race",Three experts on social media and disinformation share their predictions for this year’s chaotic election.,Three experts on social media and disinformation share their predictions for this year’s chaotic election.,https://www.nytimes.com/2024/09/17/technology/election-ai-qanon-disinformation.html,2024-09-17T15:05:35Z
deepfake,The New York Times,By Stuart A. Thompson,"California Passes Election ‘Deepfake’ Laws, Forcing Social Media Companies to Take Action",The state joins dozens of others in regulating the A.I. fakery in ways that could impact this year’s presidential race.,The state joins dozens of others in regulating the A.I. fakery in ways that could impact this year’s presidential race.,https://www.nytimes.com/2024/09/17/technology/california-deepfakes-law-social-media-newsom.html,2024-09-17T23:33:17Z
deepfake,The New York Times,"By Andrew Ross Sorkin, Ravi Mattu, Bernhard Warner, Sarah Kessler, Michael J. de la Merced, Lauren Hirsch and Ephrat Livni",Why Uncertainty Still Hangs Over the Fed’s Big Decision,"Investors, economists and politicians are at odds over whether the central bank should cut interest rates by a quarter-point, or more.","Investors, economists and politicians are at odds over whether the central bank should cut interest rates by a quarter-point, or more.",https://www.nytimes.com/2024/09/18/business/dealbook/fed-interest-rates-markets.html,2024-09-18T11:44:49Z
deepfake,The New York Times,By The Learning Network,"Teachers, How Do You Handle Teaching About Information Literacy?",What has worked? What has been difficult? We’d love to hear from educators at all levels and across subject areas.,What has worked? What has been difficult? We’d love to hear from educators at all levels and across subject areas.,https://www.nytimes.com/2024/09/19/learning/teachers-how-do-you-handle-teaching-about-information-literacy.html,2024-09-19T12:19:20Z
deepfake,The New York Times,"By Peter S. Goodman, Nell Gallogly and Lauren Hirsch",Exploding Pagers Deliver a Supply Chain Warning,The attacks on Hezbollah in Lebanon are likely to generate greater momentum for moving factory production closer to home.,The attacks on Hezbollah in Lebanon are likely to generate greater momentum for moving factory production closer to home.,https://www.nytimes.com/2024/09/21/business/dealbook/exploding-pagers-deliver-supply-chain-warning.html,2024-09-21T12:00:09Z
